file,key_fix_text,label(bbox)
01615736_page-0.png,holder ACN/ARSN,"[238.0, 298.0, 65.0, 13.0]"
01615736_page-0.png,There was a change in the interests of the substantial holder on,"[268.0, 344.0, 41.0, 13.0]"
01615736_page-0.png,The previous notice was dated,"[268.0, 373.0, 38.0, 12.0]"
01615736_page-0.png,The previous notice was given to the company on,"[269.0, 403.0, 36.0, 10.0]"
01615736_page-0.png,class of securities,"[88.0, 515.0, 59.0, 24.0]"
01615736_page-0.png,Previous notice Person's notes,"[174.0, 516.0, 49.0, 13.0]"
01615736_page-0.png,Present notice Person's votes,"[344.0, 516.0, 49.0, 12.0]"
01615736_page-0.png,Present notice Voting power,"[429.0, 517.0, 30.0, 11.0]"
01615736_page-0.png,Previous notice Voting power,"[258.0, 516.0, 31.0, 12.0]"
01616049_page-0.png,company name,"[190.0, 138.0, 128.0, 39.0]"
01616049_page-0.png,company ACN/ARSN,"[191.0, 189.0, 60.0, 13.0]"
01616049_page-0.png,substantial holder name,"[191.0, 238.0, 171.0, 11.0]"
01616049_page-0.png,holder ACN/ARSN,"[191.0, 250.0, 84.0, 11.0]"
01616049_page-0.png,There was a change in the interests of the substantial holder on,"[307.0, 288.0, 49.0, 11.0]"
01616049_page-0.png,The previous notice was dated,"[306.0, 309.0, 50.0, 10.0]"
01616049_page-0.png,The previous notice was given to the company on,"[308.0, 330.0, 47.0, 11.0]"
01616049_page-0.png,class of securities,"[106.0, 464.0, 37.0, 14.0]"
01616049_page-0.png,Previous notice Person's notes,"[213.0, 464.0, 44.0, 12.0]"
01616049_page-0.png,Previous notice Voting power,"[294.0, 462.0, 33.0, 13.0]"
01616049_page-0.png,Present notice Person's votes,"[366.0, 465.0, 44.0, 9.0]"
01616049_page-0.png,Present notice Voting power,"[448.0, 463.0, 30.0, 12.0]"
01616706_page-1.png,company name,"[236.0, 188.0, 135.0, 11.0]"
01616706_page-1.png,company ACN/ARSN,"[237.0, 216.0, 63.0, 10.0]"
01616706_page-1.png,substantial holder name,"[236.0, 262.0, 250.0, 20.0]"
01616706_page-1.png,holder ACN/ARSN,"[234.0, 300.0, 63.0, 10.0]"
01616706_page-1.png,There was a change in the interests of the substantial holder on,"[268.0, 346.0, 40.0, 11.0]"
01616706_page-1.png,The previous notice was dated,"[269.0, 375.0, 41.0, 11.0]"
01616706_page-1.png,The previous notice was given to the company on,"[268.0, 403.0, 41.0, 11.0]"
01616706_page-1.png,class of securities,"[88.0, 517.0, 57.0, 22.0]"
01616706_page-1.png,Previous notice Person's notes,"[174.0, 517.0, 43.0, 12.0]"
01616706_page-1.png,Present notice Person's votes,"[345.0, 517.0, 44.0, 11.0]"
01616706_page-1.png,Present notice Voting power,"[429.0, 517.0, 29.0, 11.0]"
01616706_page-1.png,Previous notice Voting power,"[259.0, 517.0, 28.0, 11.0]"
01616961_page-0.png,company name,"[173.0, 120.0, 127.0, 80.0]"
01616961_page-0.png,company ACN/ARSN,"[176.0, 208.0, 53.0, 13.0]"
01616961_page-0.png,substantial holder name,"[170.0, 233.0, 319.0, 11.0]"
01616961_page-0.png,holder ACN/ARSN,"[171.0, 244.0, 81.0, 13.0]"
01616961_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 274.0, 49.0, 12.0]"
01616961_page-0.png,The previous notice was dated,"[175.0, 314.0, 50.0, 14.0]"
01616961_page-0.png,The previous notice was given to the company on,"[174.0, 344.0, 49.0, 13.0]"
01616961_page-0.png,class of securities,"[40.0, 454.0, 107.0, 11.0]"
01616961_page-0.png,Previous notice Person's notes,"[175.0, 455.0, 48.0, 9.0]"
01616961_page-0.png,Present notice Person's votes,"[356.0, 454.0, 50.0, 10.0]"
01616961_page-0.png,Present notice Voting power,"[436.0, 454.0, 40.0, 10.0]"
01616961_page-0.png,Previous notice Voting power,"[265.0, 454.0, 41.0, 10.0]"
01617684_page-0.png,company name,"[165.0, 131.0, 97.0, 14.0]"
01617684_page-0.png,company ACN/ARSN,"[166.0, 164.0, 66.0, 13.0]"
01617684_page-0.png,substantial holder name,"[166.0, 211.0, 241.0, 12.0]"
01617684_page-0.png,holder ACN/ARSN,"[166.0, 225.0, 17.0, 10.0]"
01617684_page-0.png,There was a change in the interests of the substantial holder on,"[216.0, 260.0, 43.0, 12.0]"
01617684_page-0.png,The previous notice was dated,"[216.0, 274.0, 41.0, 10.0]"
01617684_page-0.png,The previous notice was given to the company on,"[216.0, 286.0, 40.0, 10.0]"
01617684_page-0.png,class of securities,"[89.0, 414.0, 57.0, 11.0]"
01617684_page-0.png,Previous notice Person's notes,"[206.0, 414.0, 40.0, 10.0]"
01617684_page-0.png,Present notice Person's votes,"[383.0, 413.0, 43.0, 12.0]"
01617684_page-0.png,Present notice Voting power,"[456.0, 413.0, 27.0, 11.0]"
01617684_page-0.png,Previous notice Voting power,"[285.0, 414.0, 29.0, 9.0]"
01623407_page-0.png,company name,"[231.0, 213.0, 66.0, 15.0]"
01623407_page-0.png,company ACN/ARSN,"[231.0, 238.0, 52.0, 14.0]"
01623407_page-0.png,substantial holder name,"[230.0, 277.0, 156.0, 13.0]"
01623407_page-0.png,holder ACN/ARSN,"[229.0, 291.0, 51.0, 13.0]"
01623407_page-0.png,There was a change in the interests of the substantial holder on,"[262.0, 318.0, 58.0, 14.0]"
01623407_page-0.png,The previous notice was dated,"[262.0, 339.0, 57.0, 11.0]"
01623407_page-0.png,The previous notice was given to the company on,"[262.0, 357.0, 55.0, 12.0]"
01623407_page-0.png,class of securities,"[121.0, 462.0, 33.0, 13.0]"
01623407_page-0.png,Previous notice Person's notes,"[220.0, 462.0, 38.0, 12.0]"
01623407_page-0.png,Present notice Person's votes,"[371.0, 462.0, 36.0, 13.0]"
01623407_page-0.png,Present notice Voting power,"[426.0, 462.0, 23.0, 12.0]"
01623407_page-0.png,Previous notice Voting power,"[292.0, 462.0, 23.0, 12.0]"
01623692_page-0.png,company name,"[167.0, 118.0, 84.0, 14.0]"
01623692_page-0.png,There was a change in the interests of the substantial holder on,"[217.0, 253.0, 77.0, 13.0]"
01623692_page-0.png,The previous notice was dated,"[217.0, 272.0, 76.0, 11.0]"
01623692_page-0.png,The previous notice was given to the company on,"[218.0, 289.0, 74.0, 11.0]"
01623692_page-0.png,class of securities,"[45.0, 410.0, 61.0, 12.0]"
01623692_page-0.png,Previous notice Person's notes,"[192.0, 411.0, 45.0, 11.0]"
01623692_page-0.png,Previous notice Voting power,"[296.0, 411.0, 33.0, 11.0]"
01623692_page-0.png,Present notice Person's votes,"[373.0, 412.0, 46.0, 10.0]"
01623692_page-0.png,Present notice Voting power,"[480.0, 411.0, 29.0, 12.0]"
01623692_page-0.png,company ACN/ARSN,"[167.0, 138.0, 55.0, 12.0]"
01623692_page-0.png,substantial holder name,"[167.0, 192.0, 51.0, 13.0]"
01623692_page-0.png,holder ACN/ARSN,-1
01623887_page-0.png,company name,"[131.0, 200.0, 127.0, 13.0]"
01623887_page-0.png,company ACN/ARSN,"[134.0, 214.0, 67.0, 12.0]"
01623887_page-0.png,substantial holder name,"[135.0, 280.0, 118.0, 14.0]"
01623887_page-0.png,holder ACN/ARSN,"[134.0, 295.0, 67.0, 12.0]"
01623887_page-0.png,There was a change in the interests of the substantial holder on,"[408.0, 357.0, 61.0, 15.0]"
01623887_page-0.png,The previous notice was dated,"[409.0, 377.0, 59.0, 13.0]"
01623887_page-0.png,The previous notice was given to the company on,"[410.0, 397.0, 59.0, 12.0]"
01623887_page-0.png,class of securities,"[47.0, 563.0, 50.0, 13.0]"
01623887_page-0.png,Previous notice Person's notes,"[165.0, 563.0, 64.0, 12.0]"
01623887_page-0.png,Present notice Person's votes,"[367.0, 563.0, 64.0, 12.0]"
01623887_page-0.png,Present notice Voting power,"[477.0, 562.0, 45.0, 12.0]"
01623887_page-0.png,Previous notice Voting power,"[272.0, 562.0, 48.0, 12.0]"
01624951_page-0.png,company name,"[219.0, 150.0, 50.0, 13.0]"
01624951_page-0.png,company ACN/ARSN,"[221.0, 176.0, 52.0, 11.0]"
01624951_page-0.png,substantial holder name,"[222.0, 230.0, 198.0, 13.0]"
01624951_page-0.png,holder ACN/ARSN,"[222.0, 254.0, 49.0, 12.0]"
01624951_page-0.png,There was a change in the interests of the substantial holder on,"[222.0, 284.0, 44.0, 11.0]"
01624951_page-0.png,The previous notice was dated,"[222.0, 316.0, 45.0, 12.0]"
01624951_page-0.png,The previous notice was given to the company on,"[222.0, 346.0, 46.0, 11.0]"
01624951_page-0.png,class of securities,"[104.0, 492.0, 66.0, 11.0]"
01624951_page-0.png,Previous notice Person's notes,"[235.0, 491.0, 50.0, 12.0]"
01624951_page-0.png,Present notice Person's votes,"[389.0, 491.0, 52.0, 12.0]"
01624951_page-0.png,Present notice Voting power,"[477.0, 491.0, 30.0, 11.0]"
01624951_page-0.png,Previous notice Voting power,"[322.0, 492.0, 28.0, 10.0]"
01625472_page-0.png,company name,"[183.0, 152.0, 82.0, 12.0]"
01625472_page-0.png,substantial holder name,"[181.0, 237.0, 89.0, 11.0]"
01625472_page-0.png,holder ACN/ARSN,"[181.0, 251.0, 50.0, 9.0]"
01625472_page-0.png,There was a change in the interests of the substantial holder on,"[218.0, 294.0, 34.0, 9.0]"
01625472_page-0.png,The previous notice was dated,"[218.0, 309.0, 33.0, 10.0]"
01625472_page-0.png,The previous notice was given to the company on,"[218.0, 322.0, 34.0, 9.0]"
01625472_page-0.png,class of securities,"[91.0, 426.0, 97.0, 11.0]"
01625472_page-0.png,Previous notice Person's notes,"[211.0, 427.0, 43.0, 9.0]"
01625472_page-0.png,Previous notice Voting power,"[300.0, 427.0, 33.0, 9.0]"
01625472_page-0.png,Present notice Person's votes,"[376.0, 427.0, 45.0, 9.0]"
01625472_page-0.png,Present notice Voting power,"[465.0, 426.0, 32.0, 10.0]"
01625472_page-0.png,company ACN/ARSN,"[182.0, 177.0, 49.0, 10.0]"
01625919_page-0.png,company name,"[181.0, 152.0, 85.0, 12.0]"
01625919_page-0.png,substantial holder name,"[182.0, 237.0, 88.0, 11.0]"
01625919_page-0.png,holder ACN/ARSN,"[183.0, 251.0, 47.0, 9.0]"
01625919_page-0.png,There was a change in the interests of the substantial holder on,"[218.0, 294.0, 32.0, 9.0]"
01625919_page-0.png,The previous notice was dated,"[218.0, 310.0, 32.0, 9.0]"
01625919_page-0.png,The previous notice was given to the company on,"[218.0, 322.0, 33.0, 8.0]"
01625919_page-0.png,class of securities,"[91.0, 425.0, 97.0, 11.0]"
01625919_page-0.png,Previous notice Person's notes,"[210.0, 427.0, 44.0, 8.0]"
01625919_page-0.png,Previous notice Voting power,"[300.0, 426.0, 31.0, 10.0]"
01625919_page-0.png,Present notice Person's votes,"[376.0, 427.0, 43.0, 8.0]"
01625919_page-0.png,Present notice Voting power,"[465.0, 427.0, 32.0, 8.0]"
01625919_page-0.png,company ACN/ARSN,"[182.0, 177.0, 49.0, 10.0]"
01627400_page-1.png,company name,"[166.0, 170.0, 57.0, 11.0]"
01627400_page-1.png,There was a change in the interests of the substantial holder on,"[230.0, 297.0, 47.0, 11.0]"
01627400_page-1.png,The previous notice was dated,"[231.0, 316.0, 46.0, 12.0]"
01627400_page-1.png,The previous notice was given to the company on,"[231.0, 336.0, 45.0, 11.0]"
01627400_page-1.png,class of securities,"[95.0, 441.0, 70.0, 10.0]"
01627400_page-1.png,Previous notice Person's notes,"[190.0, 442.0, 41.0, 10.0]"
01627400_page-1.png,Previous notice Voting power,"[272.0, 441.0, 31.0, 10.0]"
01627400_page-1.png,Present notice Person's votes,"[360.0, 442.0, 42.0, 9.0]"
01627400_page-1.png,Present notice Voting power,"[432.0, 442.0, 31.0, 9.0]"
01627400_page-1.png,company ACN/ARSN,"[167.0, 190.0, 41.0, 10.0]"
01627400_page-1.png,substantial holder name,"[166.0, 235.0, 370.0, 22.0]"
01627400_page-1.png,holder ACN/ARSN,"[166.0, 259.0, 17.0, 11.0]"
01628718_page-0.png,company name,"[205.0, 146.0, 110.0, 12.0]"
01628718_page-0.png,company ACN/ARSN,"[204.0, 159.0, 50.0, 11.0]"
01628718_page-0.png,substantial holder name,"[205.0, 193.0, 248.0, 12.0]"
01628718_page-0.png,holder ACN/ARSN,-1
01628718_page-0.png,There was a change in the interests of the substantial holder on,"[257.0, 230.0, 45.0, 11.0]"
01628718_page-0.png,The previous notice was dated,"[257.0, 259.0, 44.0, 12.0]"
01628718_page-0.png,The previous notice was given to the company on,"[258.0, 283.0, 44.0, 11.0]"
01628718_page-0.png,class of securities,"[91.0, 407.0, 97.0, 12.0]"
01628718_page-0.png,Previous notice Person's notes,"[218.0, 407.0, 45.0, 11.0]"
01628718_page-0.png,Present notice Person's votes,"[381.0, 407.0, 44.0, 11.0]"
01628718_page-0.png,Present notice Voting power,"[467.0, 407.0, 26.0, 10.0]"
01628718_page-0.png,Previous notice Voting power,"[306.0, 407.0, 32.0, 11.0]"
00824775_page-1.png,company name,"[156.0, 147.0, 88.0, 10.0]"
00824775_page-1.png,company ACN/ARSN,"[156.0, 176.0, 44.0, 10.0]"
00824775_page-1.png,substantial holder name,"[156.0, 219.0, 96.0, 13.0]"
00824775_page-1.png,holder ACN/ARSN,"[156.0, 234.0, 44.0, 8.0]"
00824775_page-1.png,There was a change in the interests of the substantial holder on,"[208.0, 269.0, 38.0, 8.0]"
00824775_page-1.png,The previous notice was dated,"[208.0, 282.0, 38.0, 8.0]"
00824775_page-1.png,The previous notice was given to the company on,"[208.0, 294.0, 38.0, 8.0]"
00824775_page-1.png,class of securities,"[79.0, 397.0, 63.0, 10.0]"
00824775_page-1.png,Previous notice Person's notes,"[216.0, 397.0, 37.0, 9.0]"
00824775_page-1.png,Present notice Person's votes,"[409.0, 397.0, 38.0, 9.0]"
00824775_page-1.png,Present notice Voting power,"[494.0, 397.0, 24.0, 9.0]"
00824775_page-1.png,Previous notice Voting power,"[324.0, 398.0, 22.0, 8.0]"
00824963_page-0.png,company name,"[218.0, 109.0, 78.0, 10.0]"
00824963_page-0.png,company ACN/ARSN,"[218.0, 119.0, 48.0, 9.0]"
00824963_page-0.png,substantial holder name,"[218.0, 150.0, 184.0, 30.0]"
00824963_page-0.png,holder ACN/ARSN,"[218.0, 181.0, 48.0, 9.0]"
00824963_page-0.png,There was a change in the interests of the substantial holder on,"[218.0, 211.0, 57.0, 9.0]"
00824963_page-0.png,The previous notice was dated,"[219.0, 222.0, 64.0, 9.0]"
00824963_page-0.png,The previous notice was given to the company on,"[218.0, 231.0, 66.0, 10.0]"
00824963_page-0.png,class of securities,"[31.0, 324.0, 91.0, 9.0]"
00824963_page-0.png,Previous notice Person's notes,"[232.0, 325.0, 42.0, 7.0]"
00824963_page-0.png,Present notice Person's votes,"[398.0, 325.0, 41.0, 8.0]"
00824963_page-0.png,Present notice Voting power,"[498.0, 325.0, 24.0, 7.0]"
00824963_page-0.png,Previous notice Voting power,"[330.0, 325.0, 27.0, 7.0]"
00825033_page-1.png,company name,"[154.0, 145.0, 145.0, 14.0]"
00825033_page-1.png,company ACN/ARSN,"[155.0, 176.0, 45.0, 10.0]"
00825033_page-1.png,substantial holder name,"[154.0, 220.0, 97.0, 10.0]"
00825033_page-1.png,holder ACN/ARSN,"[155.0, 233.0, 45.0, 10.0]"
00825033_page-1.png,There was a change in the interests of the substantial holder on,"[207.0, 269.0, 40.0, 9.0]"
00825033_page-1.png,The previous notice was dated,"[207.0, 281.0, 40.0, 9.0]"
00825033_page-1.png,The previous notice was given to the company on,"[208.0, 293.0, 39.0, 9.0]"
00825033_page-1.png,class of securities,"[78.0, 398.0, 65.0, 8.0]"
00825033_page-1.png,Previous notice Person's notes,"[215.0, 398.0, 40.0, 8.0]"
00825033_page-1.png,Present notice Person's votes,"[406.0, 397.0, 41.0, 9.0]"
00825033_page-1.png,Present notice Voting power,"[492.0, 398.0, 25.0, 8.0]"
00825033_page-1.png,Previous notice Voting power,"[323.0, 399.0, 23.0, 7.0]"
00825054_page-0.png,company name,"[218.0, 109.0, 115.0, 10.0]"
00825054_page-0.png,company ACN/ARSN,"[218.0, 119.0, 48.0, 10.0]"
00825054_page-0.png,substantial holder name,"[218.0, 150.0, 183.0, 31.0]"
00825054_page-0.png,holder ACN/ARSN,"[218.0, 182.0, 49.0, 7.0]"
00825054_page-0.png,There was a change in the interests of the substantial holder on,"[218.0, 212.0, 56.0, 9.0]"
00825054_page-0.png,The previous notice was dated,"[218.0, 222.0, 63.0, 8.0]"
00825054_page-0.png,The previous notice was given to the company on,"[219.0, 233.0, 62.0, 7.0]"
00825054_page-0.png,class of securities,"[31.0, 324.0, 88.0, 8.0]"
00825054_page-0.png,Previous notice Person's notes,"[227.0, 325.0, 47.0, 7.0]"
00825054_page-0.png,Present notice Person's votes,"[393.0, 324.0, 46.0, 8.0]"
00825054_page-0.png,Present notice Voting power,"[494.0, 324.0, 27.0, 8.0]"
00825054_page-0.png,Previous notice Voting power,"[328.0, 325.0, 28.0, 7.0]"
00825081_page-1.png,company name,"[162.0, 158.0, 102.0, 13.0]"
00825081_page-1.png,company ACN/ARSN,"[162.0, 179.0, 49.0, 11.0]"
00825081_page-1.png,substantial holder name,"[162.0, 236.0, 103.0, 9.0]"
00825081_page-1.png,holder ACN/ARSN,"[163.0, 247.0, 48.0, 7.0]"
00825081_page-1.png,There was a change in the interests of the substantial holder on,"[208.0, 274.0, 43.0, 9.0]"
00825081_page-1.png,The previous notice was dated,"[208.0, 294.0, 43.0, 10.0]"
00825081_page-1.png,The previous notice was given to the company on,"[208.0, 323.0, 43.0, 8.0]"
00825081_page-1.png,class of securities,"[92.0, 427.0, 85.0, 8.0]"
00825081_page-1.png,Previous notice Person's notes,"[232.0, 427.0, 43.0, 8.0]"
00825081_page-1.png,Present notice Person's votes,"[394.0, 427.0, 43.0, 8.0]"
00825081_page-1.png,Present notice Voting power,"[471.0, 428.0, 28.0, 6.0]"
00825081_page-1.png,Previous notice Voting power,"[326.0, 428.0, 30.0, 7.0]"
00825089_page-0.png,company name,"[181.0, 119.0, 126.0, 12.0]"
00825089_page-0.png,company ACN/ARSN,-1
00825089_page-0.png,substantial holder name,"[181.0, 180.0, 197.0, 12.0]"
00825089_page-0.png,holder ACN/ARSN,"[182.0, 195.0, 18.0, 12.0]"
00825089_page-0.png,There was a change in the interests of the substantial holder on,"[246.0, 231.0, 58.0, 10.0]"
00825089_page-0.png,The previous notice was dated,"[245.0, 248.0, 59.0, 8.0]"
00825089_page-0.png,The previous notice was given to the company on,"[247.0, 264.0, 57.0, 9.0]"
00825089_page-0.png,class of securities,"[86.0, 378.0, 43.0, 10.0]"
00825089_page-0.png,Previous notice Person's notes,"[209.0, 377.0, 52.0, 11.0]"
00825089_page-0.png,Present notice Person's votes,"[370.0, 377.0, 52.0, 11.0]"
00825089_page-0.png,Present notice Voting power,"[441.0, 378.0, 27.0, 10.0]"
00825089_page-0.png,Previous notice Voting power,"[291.0, 379.0, 26.0, 9.0]"
00825143_page-0.png,company name,"[236.0, 146.0, 124.0, 9.0]"
00825143_page-0.png,company ACN/ARSN,"[236.0, 173.0, 39.0, 9.0]"
00825143_page-0.png,substantial holder name,"[236.0, 224.0, 143.0, 10.0]"
00825143_page-0.png,holder ACN/ARSN,"[236.0, 239.0, 243.0, 10.0]"
00825143_page-0.png,There was a change in the interests of the substantial holder on,"[237.0, 266.0, 27.0, 10.0]"
00825143_page-0.png,The previous notice was dated,"[237.0, 282.0, 27.0, 8.0]"
00825143_page-0.png,The previous notice was given to the company on,"[237.0, 296.0, 26.0, 9.0]"
00825143_page-0.png,class of securities,"[107.0, 392.0, 30.0, 10.0]"
00825143_page-0.png,Previous notice Person's notes,"[193.0, 393.0, 35.0, 8.0]"
00825143_page-0.png,Previous notice Voting power,"[264.0, 393.0, 24.0, 8.0]"
00825143_page-0.png,Present notice Person's votes,"[345.0, 393.0, 37.0, 8.0]"
00825143_page-0.png,Present notice Voting power,"[446.0, 392.0, 26.0, 9.0]"
00825271_page-0.png,company name,"[233.0, 213.0, 115.0, 14.0]"
00825271_page-0.png,company ACN/ARSN,"[232.0, 241.0, 49.0, 9.0]"
00825271_page-0.png,substantial holder name,"[230.0, 277.0, 155.0, 12.0]"
00825271_page-0.png,holder ACN/ARSN,"[231.0, 292.0, 48.0, 11.0]"
00825271_page-0.png,There was a change in the interests of the substantial holder on,"[263.0, 321.0, 53.0, 9.0]"
00825271_page-0.png,The previous notice was dated,"[263.0, 340.0, 54.0, 9.0]"
00825271_page-0.png,The previous notice was given to the company on,"[263.0, 358.0, 53.0, 9.0]"
00825271_page-0.png,class of securities,"[122.0, 463.0, 31.0, 10.0]"
00825271_page-0.png,Previous notice Person's notes,"[221.0, 463.0, 37.0, 10.0]"
00825271_page-0.png,Present notice Person's votes,"[370.0, 463.0, 35.0, 10.0]"
00825271_page-0.png,Present notice Voting power,"[428.0, 463.0, 25.0, 10.0]"
00825271_page-0.png,Previous notice Voting power,"[293.0, 464.0, 24.0, 8.0]"
00825279_page-0.png,company name,"[233.0, 214.0, 69.0, 13.0]"
00825279_page-0.png,company ACN/ARSN,"[234.0, 240.0, 47.0, 12.0]"
00825279_page-0.png,substantial holder name,"[230.0, 278.0, 155.0, 11.0]"
00825279_page-0.png,holder ACN/ARSN,"[230.0, 293.0, 50.0, 10.0]"
00825279_page-0.png,There was a change in the interests of the substantial holder on,"[263.0, 321.0, 54.0, 10.0]"
00825279_page-0.png,The previous notice was dated,"[263.0, 340.0, 54.0, 9.0]"
00825279_page-0.png,The previous notice was given to the company on,"[261.0, 359.0, 55.0, 8.0]"
00825279_page-0.png,class of securities,"[122.0, 463.0, 31.0, 11.0]"
00825279_page-0.png,Previous notice Person's notes,"[222.0, 463.0, 36.0, 9.0]"
00825279_page-0.png,Present notice Person's votes,"[371.0, 463.0, 35.0, 10.0]"
00825279_page-0.png,Present notice Voting power,"[427.0, 463.0, 22.0, 9.0]"
00825279_page-0.png,Previous notice Voting power,"[293.0, 464.0, 21.0, 8.0]"
00825282_page-0.png,company name,"[233.0, 213.0, 135.0, 13.0]"
00825282_page-0.png,company ACN/ARSN,"[233.0, 240.0, 49.0, 11.0]"
00825282_page-0.png,substantial holder name,"[230.0, 277.0, 155.0, 13.0]"
00825282_page-0.png,holder ACN/ARSN,"[230.0, 292.0, 49.0, 12.0]"
00825282_page-0.png,There was a change in the interests of the substantial holder on,"[262.0, 321.0, 54.0, 10.0]"
00825282_page-0.png,The previous notice was dated,"[263.0, 340.0, 53.0, 9.0]"
00825282_page-0.png,The previous notice was given to the company on,"[262.0, 358.0, 54.0, 9.0]"
00825282_page-0.png,class of securities,"[123.0, 463.0, 30.0, 11.0]"
00825282_page-0.png,Previous notice Person's notes,"[222.0, 463.0, 36.0, 10.0]"
00825282_page-0.png,Present notice Person's votes,"[370.0, 463.0, 36.0, 11.0]"
00825282_page-0.png,Present notice Voting power,"[427.0, 463.0, 22.0, 10.0]"
00825282_page-0.png,Previous notice Voting power,"[292.0, 464.0, 22.0, 9.0]"
00825284_page-0.png,company name,"[232.0, 215.0, 117.0, 10.0]"
00825284_page-0.png,company ACN/ARSN,"[233.0, 240.0, 48.0, 12.0]"
00825284_page-0.png,substantial holder name,"[230.0, 278.0, 155.0, 11.0]"
00825284_page-0.png,holder ACN/ARSN,"[230.0, 292.0, 49.0, 11.0]"
00825284_page-0.png,There was a change in the interests of the substantial holder on,"[263.0, 321.0, 53.0, 10.0]"
00825284_page-0.png,The previous notice was dated,"[262.0, 341.0, 54.0, 8.0]"
00825284_page-0.png,The previous notice was given to the company on,"[263.0, 358.0, 54.0, 9.0]"
00825284_page-0.png,class of securities,"[122.0, 463.0, 31.0, 11.0]"
00825284_page-0.png,Previous notice Person's notes,"[222.0, 464.0, 32.0, 9.0]"
00825284_page-0.png,Present notice Person's votes,"[370.0, 463.0, 33.0, 10.0]"
00825284_page-0.png,Present notice Voting power,"[427.0, 464.0, 21.0, 9.0]"
00825284_page-0.png,Previous notice Voting power,"[292.0, 464.0, 22.0, 8.0]"
00825289_page-0.png,company name,"[232.0, 214.0, 170.0, 12.0]"
00825289_page-0.png,company ACN/ARSN,"[233.0, 239.0, 49.0, 13.0]"
00825289_page-0.png,substantial holder name,"[230.0, 277.0, 155.0, 12.0]"
00825289_page-0.png,holder ACN/ARSN,"[230.0, 293.0, 49.0, 10.0]"
00825289_page-0.png,There was a change in the interests of the substantial holder on,"[263.0, 320.0, 54.0, 11.0]"
00825289_page-0.png,The previous notice was dated,"[262.0, 338.0, 56.0, 11.0]"
00825289_page-0.png,The previous notice was given to the company on,"[262.0, 357.0, 55.0, 10.0]"
00825289_page-0.png,class of securities,"[123.0, 463.0, 31.0, 11.0]"
00825289_page-0.png,Previous notice Person's notes,"[221.0, 463.0, 35.0, 10.0]"
00825289_page-0.png,Present notice Person's votes,"[371.0, 463.0, 35.0, 10.0]"
00825289_page-0.png,Present notice Voting power,"[427.0, 463.0, 26.0, 10.0]"
00825289_page-0.png,Previous notice Voting power,"[293.0, 463.0, 24.0, 10.0]"
00825377_page-0.png,company name,"[233.0, 214.0, 90.0, 13.0]"
00825377_page-0.png,company ACN/ARSN,"[232.0, 240.0, 49.0, 12.0]"
00825377_page-0.png,substantial holder name,"[230.0, 277.0, 156.0, 13.0]"
00825377_page-0.png,holder ACN/ARSN,"[231.0, 292.0, 47.0, 12.0]"
00825377_page-0.png,There was a change in the interests of the substantial holder on,"[263.0, 321.0, 55.0, 10.0]"
00825377_page-0.png,The previous notice was dated,"[261.0, 340.0, 55.0, 9.0]"
00825377_page-0.png,The previous notice was given to the company on,"[262.0, 358.0, 54.0, 9.0]"
00825377_page-0.png,class of securities,"[122.0, 463.0, 30.0, 11.0]"
00825377_page-0.png,Previous notice Person's notes,"[222.0, 464.0, 31.0, 9.0]"
00825377_page-0.png,Present notice Person's votes,"[370.0, 463.0, 33.0, 11.0]"
00825377_page-0.png,Present notice Voting power,"[427.0, 463.0, 22.0, 10.0]"
00825377_page-0.png,Previous notice Voting power,"[293.0, 464.0, 21.0, 9.0]"
00825563_page-0.png,company name,"[163.0, 141.0, 101.0, 11.0]"
00825563_page-0.png,substantial holder name,"[162.0, 189.0, 183.0, 53.0]"
00825563_page-0.png,holder ACN/ARSN,-1
00825563_page-0.png,There was a change in the interests of the substantial holder on,"[164.0, 258.0, 73.0, 11.0]"
00825563_page-0.png,The previous notice was dated,"[164.0, 278.0, 88.0, 9.0]"
00825563_page-0.png,The previous notice was given to the company on,"[162.0, 297.0, 92.0, 11.0]"
00825563_page-0.png,class of securities,"[57.0, 385.0, 48.0, 10.0]"
00825563_page-0.png,Previous notice Person's notes,"[150.0, 384.0, 57.0, 8.0]"
00825563_page-0.png,Previous notice Voting power,"[250.0, 385.0, 35.0, 8.0]"
00825563_page-0.png,Present notice Person's votes,"[342.0, 384.0, 56.0, 9.0]"
00825563_page-0.png,Present notice Voting power,"[463.0, 385.0, 27.0, 7.0]"
00825563_page-0.png,company ACN/ARSN,-1
00825802_page-0.png,company name,"[234.0, 167.0, 124.0, 11.0]"
00825802_page-0.png,company ACN/ARSN,"[235.0, 189.0, 53.0, 11.0]"
00825802_page-0.png,substantial holder name,"[236.0, 228.0, 78.0, 12.0]"
00825802_page-0.png,holder ACN/ARSN,"[236.0, 249.0, 17.0, 11.0]"
00825802_page-0.png,There was a change in the interests of the substantial holder on,"[308.0, 301.0, 47.0, 12.0]"
00825802_page-0.png,The previous notice was dated,"[308.0, 323.0, 46.0, 9.0]"
00825802_page-0.png,The previous notice was given to the company on,"[308.0, 344.0, 48.0, 10.0]"
00825802_page-0.png,class of securities,"[82.0, 449.0, 74.0, 11.0]"
00825802_page-0.png,Previous notice Person's notes,"[194.0, 450.0, 48.0, 9.0]"
00825802_page-0.png,Previous notice Voting power,"[307.0, 450.0, 33.0, 8.0]"
